+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                 ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|vga_subsystem|char_buf_subsystem|char_buf_dma|DMA_Control_Slave                                                                                                    ; 43    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|vga_subsystem|char_buf_subsystem|char_buf_dma                                                                                                                      ; 53    ; 0              ; 0            ; 0              ; 77     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|vga_subsystem|char_buf_subsystem|ascii_to_image|ASCII_Character_Rom                                                                                                ; 15    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|vga_subsystem|char_buf_subsystem|ascii_to_image                                                                                                                    ; 20    ; 0              ; 1            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|vga_subsystem|char_buf_subsystem                                                                                                                                   ; 93    ; 0              ; 0            ; 0              ; 107    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|vga_subsystem                                                                                                                                                      ; 153   ; 0              ; 0            ; 0              ; 179    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|system_pll|reset_from_locked                                                                                                                                       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|system_pll|sys_pll|PLL_for_DE_Series_Boards|auto_generated                                                                                                         ; 2     ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|system_pll|sys_pll                                                                                                                                                 ; 2     ; 0              ; 1            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|system_pll                                                                                                                                                         ; 2     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sysid                                                                                                                                                              ; 3     ; 14             ; 2            ; 14             ; 32     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|slider_switches                                                                                                                                                    ; 14    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sdram|the_Computer_System_SDRAM_input_efifo_module                                                                                                                 ; 48    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sdram                                                                                                                                                              ; 48    ; 1              ; 1            ; 1              ; 40     ; 1               ; 1             ; 1               ; 16    ; 0              ; 0            ; 0                ; 0                 ;
; u0|pushbuttons                                                                                                                                                        ; 40    ; 0              ; 30           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_sram|the_altsyncram|auto_generated|mux5                                                                                                                     ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_sram|the_altsyncram|auto_generated|mux4                                                                                                                     ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_sram|the_altsyncram|auto_generated|decode3                                                                                                                  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_sram|the_altsyncram|auto_generated|decode2                                                                                                                  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_sram|the_altsyncram|auto_generated                                                                                                                          ; 106   ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_sram                                                                                                                                                        ; 110   ; 1              ; 1            ; 1              ; 64     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|cmpr7|auto_generated                                                                                               ; 27    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|cmpr6|auto_generated                                                                                               ; 27    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|cmpr5|auto_generated                                                                                               ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|cmpr4|auto_generated                                                                                               ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|cmpr3|auto_generated                                                                                               ; 13    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|cmpr2|auto_generated                                                                                               ; 14    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|add_sub9|auto_generated                                                                                            ; 21    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|add_sub10|auto_generated                                                                                           ; 18    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|mux45|auto_generated                                                ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr49|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr48|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr47|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50|cmpr46|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|qds_block50                                                                     ; 15    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|mux55|auto_generated                                                            ; 219   ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa54                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa53                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa52                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24|altfp_div_csa51                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int24                                                                                 ; 52    ; 1              ; 0            ; 1              ; 54     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|mux45|auto_generated                                                ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr49|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr48|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr47|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39|cmpr46|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|qds_block39                                                                     ; 15    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|mux44|auto_generated                                                            ; 203   ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa43                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa42                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa41                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa40|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa40|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa40|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23|altfp_div_csa40                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int23                                                                                 ; 52    ; 1              ; 0            ; 1              ; 52     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|qds_block39|mux45|auto_generated                                                ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|qds_block39|cmpr49|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|qds_block39|cmpr48|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|qds_block39|cmpr47|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|qds_block39|cmpr46|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|qds_block39                                                                     ; 15    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|mux44|auto_generated                                                            ; 203   ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa43|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa43|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa43|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa43                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa42|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa42|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa42|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa42                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa41|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa41|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa41|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa41                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa40|csa_upper1|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa40|csa_upper0|auto_generated                                       ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa40|csa_lower|auto_generated                                        ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22|altfp_div_csa40                                                                 ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int22                                                                                 ; 52    ; 1              ; 0            ; 1              ; 52     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int21|qds_block39|mux45|auto_generated                                                ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int21|qds_block39|cmpr49|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int21|qds_block39|cmpr48|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int21|qds_block39|cmpr47|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_floating_point|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int21|qds_block39|cmpr46|auto_generated                                               ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
